Sign_Order,Sign_Order_Num,Fortune_Level,Palace,Current_Hexagram,Change_Trigger,Changed_Hexagram,Fortune_Category,Five_Elements,Symbol_1,Symbol_2,Symbol_3,Symbol_4,Symbol_5,Poem_Text,Interpretation
第 99 籤,99,上上籤,坤宮,坤,六三,謙,持持,土,木,金,火,水,土,打起平生志，西南好去遊，腰纏十萬貫，騎鶴上揚州。,命裏六親無靠，祖業難留，宜早日離鄉別祖，或出宅外姓。男兒志在八方，但何方得利？西南方向最爲相宜。女性若能隨夫出門，西南方位格外得法。 遊歷西南，詩書可讀，文明可求，非官非吏，均爲平穩；手藝共營生，尤屬相宜。若經商唯防東北方位小人暗中計算，艱難處要有恆心，莫染賭嫖劣習，方可大發。 四旬之後，當步人青雲，腰纏十萬。那時候，便可攜家人，迴歸故鄉，榮宗耀祖了。揚州，古九州之一，爲東方歷史名城。此處揚州泛指江浙皖一帶，以作故鄉的代名詞。 此籤關鍵處爲指示方向：西南。 西南方位爲坤，家宅、婚姻、生育、求名、交易、出行均有利。 疾病如腸胃一類毛病，不可忽視；官訟可理順，當解散。姓字中帶土字者爲吉人。
第 100 籤,100,中上籤,艮宮,損,初六,蒙,持平,土,木,金,火,水,土,喜喜喜，終防否，獲得驪龍頷下珠，忽然失卻，還在水裏。,否，是個多音字，在這裏不念否定的否，而要念成痞子的痞。有一句成語，叫否極泰來，意思是說，壞的運程到了盡頭，好的就來了。否和泰都是易經六十四卦中的卦名，否是差劣的卦，泰是好的吉利的卦。 這裏向你提示了目前的處境，還在否的階段。不論表面上多麼喜慶，還是存在危機。那怕你取來黑龍頷下的那顆珍珠，也沒有什麼值得慶幸的，因爲傾刻之間，又會失手，掉下深水裏。 得而復失，你永遠無法再找到它。況且緬龍失珠，尋仇報復的可能性，也不能排除。 你真是夠否，夠倒捐的了。但這種背運，不會太久了，因爲物極必反，否極終究會泰來，沒有什麼好懊喪的。
第 101 籤,101,中籤,坤宮,泰,九二,明夷,平,土,命,命,命,命,命,國有賢士，廷無佞臣，干戈不用，常享太平。,國家安定團結的局面，實在是百姓的洪福。這種太平盛世的標準是什麼呢？第一是有無數德才兼備的精英，爲國效力。這種人，古代稱爲賢士，他們是清廉公正的各級官吏。第二是最高領導機構——朝廷，即中央政權內，沒有貪贓枉法、奸佞狡詐的大臣。 這樣便會形成一個政通人和、百業俱興的局面。朝野之間，上下一心，國富民強，任何外敵也不敢冒然侵犯，國內也不會發生內亂、分裂，那些個武器(乾和戈都是指武器，也有戰爭的意思)，還派得上什麼用場呢？ 國是這樣，一個單位是這樣，一個家庭也是同樣的道理。
第 102 籤,102,中下籤,乾宮,否,上六,萃,平破,金,水,木,火,土,金,泰來否已極，諸事莫憂心，但須培養無福，做些好事，行些方便，一點丹靈，獨得真傳。,泰和否，都是易經六十四勢中的卦名，否是極差劣的，泰是優秀的好卦。這兩個卦是相連的，事物達到鼎盛，就要開始走向衰落。物極必反，泰盡否來、否極泰來，便是這個道理。一個好的開端終於來臨了，你對目前所有的不如意事都不必介意，不必憂慮。 好的運道來臨，並不是意謂着自己不作任何努力。首先是培養自己的元福。元福是與生懼來的，但後天的培養，只會使元福更鞏固更增添。這也和元氣對人的身體—樣，需要後天的鍛鍊，修身養性。培元培福，完善自己，就是要多做些好事，與人爲善，儘量給別人帶來方便，造福於一方，造福於世人。 這樣你就不難得道，達到天人合一的佳境。
第 103 籤,103,中上籤,離宮,同人,九三,無妄,持平,火,水,土,木,金,火,民樂業，官吏清，太平盛世，復見如令，告諸人，千秋鴻業，仗此望明君。,百姓們安居樂業、無憂無患，官吏們清廉公正。秉公執法，這樣，太平盛世，如今又將出現了朋友，讓我告訴你們：不管你從事的是哪一類偉大的事業，不管你開創了多麼驚人的業績，這事業的發達和興旺，都是與國家的命運和前途分不開的，國富而民強，國強民才壯。我們千秋鴻業的命運與祖國連在一起。我們需要加強廉政建設，也要爲祖國、爲民族作貢獻。 先有國，而後有家，有了家纔有了我。 朋友，你爲國、爲家，爲這個時代做了些什麼？
第 104 籤,104,上上籤,震宮,升,九二,謙,持持,木,金,火,水,土,木,安如泰山，穩如盤石，放膽前行，中通外直。,這支籤的意思，與良卦相符。有泰山爲靠，後臺很硬，當然穩如盤石，也可以說基礎紮實、堅牢。良如山，爲守爲止，以不變應萬變，固守中道。而後發制人，無往不勝。這便是你在這樁事中應取的戰略方針。前行須放膽，戰術上要講究外直而中通。直爲執着，不變，不曲不折；通爲變通，圓通之意。 對內對外的戰術，待人接物，都需區別開來纔是。 坐守東北，面向西南，先靜後動，直取勝利。事有阻滯時，有帶土、山偏旁貴人出面，皆可迎刃而解。 吉祥色彩爲黃色、核黃、杏黃。 問及婚姻，阻隔難成，成亦遲，但可謂好事，不爲不利。 提防四肢指、趾的傷害和疾息。腳氣毛病，暫緩治療。
第 105 籤,105,中上籤,坤宮,比,初六,屯,持平,土,木,金,火,水,土,月中有丹桂，人終攀不着，雲梯足下生，此際好落腳。,看似高不可攀，好事難成，幸有云梯當工具。結果怎樣？桂在月中，桂下月上。桂爲巽月爲坎，巽下坎上，是爲“井”卦。 井卦的意義是這樣：井養萬物，所以人們雖然改換了地方，也不會改變飲水的習慣方式。井卦，它象徵着雖然慾望無窮，但結果卻增加，也沒有減少，無失有得，井水無窮，水不枯竭。如果沒水，已至井臺，在繩還沒有離開井口時，汲水的吊桶鉤阻猶而翻覆，就不能汲到井水，那就是“不達”的兇災了。 所以，縱有云梯空架，最終卻無法達到月宮，香噴噴的“丹桂”也就攀不上了。雲梯的作用也就僅僅只是懸落落腳，讓你得到一點安慰和希望，得到安全感，並順勢撤離險地。 這世界好無奈，不是人人都能成功，也不是事都能達成。如果是這樣，不要怨天尤人，須順從天意。
第 106 籤,106,中上籤,離宮,大過,九二,鹹,持平,火,水,土,木,金,火,天間一孤鴻，嘹嚦嘆主羣，試問如君者，而令有幾人。,人在一生中，總有需要單獨呆一會兒的時候，讓自己享受短暫的寧靜；或者集中精力，發揮思維的能量；或者體會真實的情感，幸福的回億……但人卻不能陷入孤獨。長時間的離羣索居，那是很可怕的，寂寞令人沮喪，可以將人的意志摧毀，最終致人於絕地。人總有三親六故，可是對於有些孤獨無靠的苦命人，卻六親無靠，妻子(或丈夫)無緣，朋友難交。作事諸多顛沛，東營西謀，一事難成。孤獨的命運造成了孤僻的性格，孤僻的性格又帶來了無緣的人生，如此惡性循環，終致失敗的一生。 人是需要互助，需要朋友的。只有把自己完全交給朋友，也才能完全擁有朋友，這是沒有條件可講的，君不聞，情義無價？ 所以，你要營謀得法，必須徹底調整自我封閉型的心態，擴大交際範圍，多搞些公關活動，投身到羣體中去踏踏實實幹事業，不講價錢地多作奉獻。
第 107 籤,107,中上籤,巽宮,頤,初九,剝,持平,木,金,火,水,土,木,紅葉無頹色，凋零一夜風，鄰雞醒午夢，心事總成空。,瀟颯的秋風，一夜之間竟將紅葉糟踏得破敗不堪。良好的願望，就象白日的美夢，被鄰居家的雄雞驚破。 自古紅顏多薄命，不幸的原因之—，就是因爲美麗賢慧而遭到妒忌的暗箭——風言風語的攻擊。巽如風如雞，五行屬木。 這種毀滅性的打擊可以理解爲所有人爲的口頭信息，比如：錯誤的命令、壞消息、挑撥離間的饞言、誣衊、誹謗、恐嚇、虛僞的甜言蜜語…… “巽在牀下，喪其資斧。”後果是不吉利的。有喪失資財的可能性，好事成空，轉爲敗局。 此籤要求我們，謹防來自東南方向的女人和一個儀表整潔的文人，此人是一個油滑的小官吏，姓氏中帶有草木偏旁。在你家裏，室內不要擺花草盆栽，也不要張掛那種招風的山水樹木雞禽圖畫。事情最終還要靠較高職位的官員，爲你說話，化解兇藪。
第 108 籤,108,中上籤,巽宮,頤,六三,賁,持平,木,金,火,水,土,木,事如麻，理多錯，日掩雲中，空成忱擱。,事情紛亂，矛盾叢生，交相關連，錯綜複雜有如亂麻一團。越想動手清理、擺平，越加添亂，變得更糟。爲什麼呢？因爲太陽被烏雲遮住了，天昏地暗看不分明，所以勞而無功，白白地耽擱了許多時間。 日掩雲中，展示的是那種卦象呢？離爲日，昆爲雲。離爲主體，昆爲客體，離上昆下，組成“旅”卦。 旅，是有小亨通的。出門在外處處難，但如能守正就能獲吉。事桔也就能順理成章地辦好，什麼麻煩都可以解決的。不要計較小事，露出窮酸的小家子氣，讓人看不起，以免招災惹恨。 只有不卑不亢，纔會受人尊敬。過於傲慢，也是別人不能容忍的，更不能反客爲主，不尊重主人的權利。多多與主人聯絡，勾通感情，取得信任，最終當如願以償。 重大關鍵問題應當考慮再三，不能輕易答覆，其它問題一律報以好、好、好。
第 109 籤,109,下籤,坎宮,既濟,六二,需,破,水,木,火,土,金,水,勿上舊轍，甘駕新車，東西南此，穩步康衢。,轍，車輪的印痕，也表示道路。不要走老路，也不要使用舊的方法。雖然新的路子自己並不太熱悉，尚缺乏經驗，重新開出一條路是對頭的。衙，四通八達的道路，這一地點可以理解爲十字街頭。穩穩當當地在中心點(十字街頭)上原地踏步，這樣東西南北不論何方，都是寬廣而通達的。 這支籤回答了同一問題中的兩點：第一，不要用舊的方法，也不要幹那些幹過的事情，合作伙伴及使用人員也以新的爲好。 第二，辦好此事的準備工作中，應當有一段時間的多方位論證、探討。這段時間內，不宜向任何方位進取，靜中求安，靜中求穩，靜中求吉。只有在居中的靜態中，你才能悟出成功的真諦和訣竅，也才能四通八達。 只有節制約束事物，使其陰陽之間保持相對平衡，正位居體，才能“暢於四支，發於事業，美之至也”。
第 110 籤,110,下籤,離宮,未濟,九四,蒙,破,火,土,金,水,木,火,夜夢被鼠驚，醒來不見人，終宵廢寢，直到天明。,一夜緊張、驚險，不啻於參加激烈的槍戰、打鬥，又累又伯人，根本就沒有得到片刻的這寧。原來是一隻該死的老鼠，真是煩死人，害得我整夜沒睡個安穩覺。這是一個生於鼠年，或生於決定性格的子時的人，在給你寧靜的歲月增添麻煩，爲你的家庭帶來驚擾。你認爲你是這個家庭的主人，這隻鼠卻認爲你是在它的家裏，主客之位相錯。至少白天是你的，而夜晚，那是他的世界。你的被驚被擾，困頓疲乏似乎與他無關，他纔不要負任何道義上的責任。 傳說鼠也是一個“消息靈通人士”，它的奔忙，是向你報告特快專遞的祕密。而這條祕密也會讓你憂心如焚，輾轉反例，不得入眠。如果鼠族忙着搬家，那就是地震、洪水等災難要來之前的徵兆。白鼠象徵貴人出現。鼠在啃咬衣裳，則意味着你將要滿足一樁心願。
第 111 籤,111,上籤,離宮,訟,九二,否,持,火,水,土,木,金,火,秋霜肅，夏日炎，新花鮮了舊花淹，世情看冷暖，逢者不須言。,此事於夏秋之季，多不吉利。新花稀稀落落，舊花殘敗，正是換季之期，青黃不接之運程。這個時候、你會常常看到人家的白眼、霜臉，處處遭際冷遇，缺少朋友緣份，與早期大不相同。人情似紙張張薄，一捅就破。曾經抬你捧你的人，如今都冷嘲熱諷，或者掉頭而去，或者隔岸觀火，漠不相關。這種時候去求告於人，簡直不要開口，既無益處，反生煩惱。是那相知的人，古道熱腸，不用你開口也會主動幫助的，正所謂“疾風知勁草，極蕩識忠臣”。爲今之計，唯有自己救自己。萬不可因一時挫折，便心死如灰、倒了志氣。密地裏作好諸般準備，養足元氣，調整體能，只待明春春雷滾動，再重新奮起。 “江東子弟多豪俊，捲土重來未可知。”
